# timestamp tx ty tz qx qy qz qw
1637932988.909505605698 -0.471100853389 0.751380180579 0.010173680809 -0.642686309906 0.351284959374 -0.327847032961 0.596715600061
1637932988.979506492615 -0.475002337178 0.753229967616 0.011656847720 -0.641560082906 0.351862210004 -0.327705142781 0.597664608779
1637932989.039506435394 -0.478832834187 0.758084709045 0.013373133156 -0.641836642274 0.352229340720 -0.325008220765 0.598623314452
1637932989.109506607056 -0.487469727128 0.767032109834 0.016863591986 -0.644636819411 0.344834663821 -0.325129632787 0.599852604871
1637932989.179506540298 -0.496612959849 0.777247560790 0.022629759361 -0.643167948077 0.340565741194 -0.322800227837 0.605103279944
1637932989.239506483078 -0.503641258278 0.786844993132 0.027697528292 -0.643463251850 0.334932012021 -0.320507529528 0.609139158451
1637932989.309506654739 -0.511044573565 0.796200534737 0.032188494122 -0.644220861644 0.329802382030 -0.315738677697 0.613611406051
1637932989.379505634308 -0.522197092258 0.803016924777 0.036609168827 -0.643261902790 0.324264160092 -0.313595599800 0.618647459127
1637932989.439506530762 -0.530250947939 0.809194484929 0.038765781039 -0.646084913600 0.318737207633 -0.310503778592 0.620135695125
1637932989.509506464005 -0.538315026725 0.813423041618 0.041102493055 -0.646107523242 0.318167400443 -0.305222409054 0.623019947286
1637932989.579506635666 -0.544141138041 0.817386524852 0.043617748788 -0.645160289889 0.316326243643 -0.302677670532 0.626172608547
1637932989.649503469467 -0.549678725315 0.818170118460 0.045066601325 -0.645265510095 0.314322090359 -0.300358691089 0.628186836603
1637932989.709500551224 -0.550235212008 0.817861790356 0.045863973750 -0.645528663091 0.315452635530 -0.297830069734 0.628553601077
1637932989.779499530792 -0.551180166899 0.816667139828 0.046993404086 -0.645092594396 0.315614662474 -0.297383578156 0.629131096775
1637932989.849506616592 -0.553171949478 0.817239223520 0.047078330535 -0.645133539880 0.314560981787 -0.298187245484 0.629236419074
1637932989.909506559372 -0.551370102907 0.819078296211 0.046173920774 -0.642806780543 0.316659681678 -0.299776401931 0.629809651985
1637932989.979506492615 -0.547840671367 0.817649012671 0.044133523189 -0.642703565159 0.320923724637 -0.300162159686 0.627568935010
1637932990.039505481720 -0.543455386046 0.815044957813 0.042027349540 -0.642770387161 0.322951606776 -0.302390541821 0.625386639837
1637932990.109506607056 -0.537194502842 0.809117112572 0.039224867253 -0.640877789685 0.328894154010 -0.303864877251 0.623514579236
1637932990.179506540298 -0.530103458105 0.802512106455 0.035020579274 -0.641021722772 0.332170686023 -0.307532489066 0.619820582467
1637932990.239506483078 -0.523492145142 0.795181091298 0.031198722637 -0.640181786678 0.336666586857 -0.309369201851 0.617343977249
1637932990.309506654739 -0.516465966426 0.787694742434 0.026883144782 -0.639256531008 0.341525072322 -0.312346081137 0.614126728076
1637932990.379506587982 -0.509257871053 0.780925208151 0.022731784649 -0.638918155397 0.346476468000 -0.314245202288 0.610727108179
1637932990.439506530762 -0.502512376712 0.777515749964 0.019844508772 -0.638721049303 0.349314262555 -0.316542435029 0.608124867095
1637932990.509506464005 -0.496067004773 0.772570066805 0.016640359845 -0.637147192775 0.352434963703 -0.318914354595 0.606734443997
1637932990.579506635666 -0.489456245897 0.769891501398 0.012723769875 -0.637409953852 0.354784853995 -0.320701337146 0.604141465601
1637932990.639506578445 -0.484984253706 0.765794620604 0.008895737511 -0.639452529770 0.355134074750 -0.322173815739 0.600986092663
1637932990.709506511688 -0.479325089276 0.762297500848 0.005194960766 -0.641722056358 0.354149168556 -0.326498937849 0.596799474176
1637932990.779506444931 -0.473522872753 0.757465074053 0.001911124485 -0.640778222339 0.355508013654 -0.330654337324 0.594714243325
1637932990.839505434036 -0.468723724363 0.754052467706 -0.001043503074 -0.642380724301 0.356696054613 -0.332897120723 0.591011367645
1637932990.909506559372 -0.464413072354 0.750498087044 -0.002018278065 -0.640775594139 0.357230774991 -0.337187142482 0.589998001945
1637932990.979505538940 -0.463857218966 0.748788160204 -0.002791601929 -0.639078281154 0.357668563325 -0.339626167121 0.590174733425
1637932991.039505481720 -0.465070879026 0.746660483283 -0.004335771467 -0.640269647124 0.356098090488 -0.339533311506 0.589886480012
1637932991.109504461288 -0.468321286908 0.747526376152 -0.005664274063 -0.641349746948 0.354974350048 -0.338044274249 0.590245526494
1637932991.179504632950 -0.473667926637 0.750668063411 -0.004890076629 -0.640437810407 0.354917774503 -0.336657227787 0.592059705875
1637932991.239506483078 -0.480921321458 0.755755304035 -0.003510789533 -0.639286732222 0.354426439653 -0.335292159937 0.594368185862
1637932991.309506654739 -0.489934648838 0.765455292379 -0.001348227798 -0.635834318882 0.358377383356 -0.327937227491 0.599781247502
1637932991.379506587982 -0.501438882424 0.779162861262 0.002418244193 -0.634149791348 0.358704323790 -0.321818785385 0.604663476324
1637932991.439506530762 -0.512719014003 0.793632367923 0.005503565421 -0.634999714464 0.352481993085 -0.320264891362 0.608245186206
1637932991.509506464005 -0.526713785445 0.811248392109 0.008138385880 -0.637241157304 0.345168244451 -0.315229699337 0.612709414907
1637932991.579506635666 -0.542618194317 0.829893825388 0.010814480904 -0.641943667113 0.332327856228 -0.311859825587 0.616611687704
1637932991.639506578445 -0.555939070752 0.843692021722 0.012579908609 -0.643803512574 0.324861658944 -0.306741111354 0.621201923975
1637932991.709506511688 -0.570842570366 0.856385178621 0.014311916483 -0.645884306319 0.316458022383 -0.300520086853 0.626398802935
1637932991.779506444931 -0.581630919551 0.868473152158 0.015718524199 -0.649050028444 0.307811941543 -0.293409904059 0.630790375180
1637932991.839506626129 -0.588556388611 0.874260583263 0.016734261626 -0.652278276261 0.299929480857 -0.289112887884 0.633236997411
1637932991.909505605698 -0.591666156006 0.873320093823 0.017145943262 -0.654198415738 0.294821309243 -0.286555928000 0.634815349996
1637932991.979504585266 -0.593868845465 0.875975310573 0.016586928557 -0.653843214471 0.295344179694 -0.286908691994 0.634778913379
1637932992.039505481720 -0.568240763146 0.886904083919 0.016889877329 -0.657135674134 0.295186553705 -0.289244914864 0.630376858329
1637932992.109506607056 -0.583999656550 0.870953863752 0.012431625687 -0.653242789301 0.298453052811 -0.294183597892 0.630599432465
1637932992.179506540298 -0.571404828284 0.860627297683 0.008229556793 -0.653971746764 0.303580916149 -0.297956157652 0.625605075029
1637932992.239505529404 -0.558961227515 0.849688534048 0.004622448513 -0.653556165357 0.305862655727 -0.303040686064 0.622477884865
1637932992.309506654739 -0.543512466623 0.834802979823 -0.000729234476 -0.653152735309 0.312131649973 -0.307128013787 0.617768338935
1637932992.379506587982 -0.529532742770 0.818155989092 -0.006713432040 -0.653803076070 0.317986037643 -0.312198782242 0.611521330742
1637932992.439506530762 -0.517316171397 0.804090828806 -0.011439577204 -0.654355634680 0.320563288411 -0.317598752487 0.606785723220
1637932992.509506464005 -0.503578312034 0.788252816569 -0.017080283084 -0.653733108889 0.326916948435 -0.321758578193 0.601855255462
1637932992.579505443573 -0.489923723632 0.773967801108 -0.021812735844 -0.654681288726 0.329807342415 -0.326450660426 0.596698829720
1637932992.639506578445 -0.477320158351 0.765045721327 -0.024687016206 -0.653955625320 0.333622493059 -0.330220339199 0.593289642431
1637932992.709506511688 -0.464718184844 0.756553240973 -0.026318857683 -0.650696377830 0.339280781301 -0.333961337733 0.591567916826
1637932992.779503583908 -0.454377543074 0.749531852290 -0.027987143722 -0.649222903039 0.343711336140 -0.335588168906 0.589705621873
1637932992.839506626129 -0.448175805780 0.745090230279 -0.028502705178 -0.648713750188 0.345242296013 -0.337832757404 0.588087795644
1637932992.909506559372 -0.444033262118 0.741144303340 -0.027943365614 -0.645526483632 0.348656102391 -0.339976666101 0.588345432295
