# timestamp tx ty tz qx qy qz qw
1637932503.475656509399 0.059640172869 0.068046823144 0.415514349937 0.050386972725 0.023629227653 0.678875982761 0.732140898705
1637932503.485713005066 0.059734739363 0.067996926606 0.415634661913 0.050850857049 0.024951040745 0.678672730923 0.732253372669
1637932503.495658636093 0.059867106378 0.067923024297 0.415763735771 0.050569970161 0.025663193315 0.679038524628 0.731908977032
1637932503.495867729187 0.059967488050 0.067837812006 0.415953457355 0.049823157489 0.025593824685 0.678826689720 0.732159078121
1637932503.505651950836 0.060037147254 0.067779682577 0.416047334671 0.050878547132 0.025509182364 0.678858995438 0.732059538364
1637932503.515620708466 0.060139190406 0.067687787116 0.416237026453 0.050218544900 0.026202341542 0.678610205650 0.732311189175
1637932503.525678873062 0.060216553509 0.067590780556 0.416360110044 0.051589783281 0.026855280623 0.678527653217 0.732268750668
1637932503.535617113113 0.060270793736 0.067503519356 0.416554093361 0.051636692137 0.027634140104 0.678756594658 0.732024252415
1637932503.535637855530 0.060357313603 0.067369639874 0.416677623987 0.052430313081 0.026773376390 0.678879320621 0.731886029243
1637932503.545793771744 0.060388766229 0.067298360169 0.416800379753 0.052414592355 0.026990581304 0.678794801235 0.731957554817
1637932503.555647134781 0.060393713415 0.067229755223 0.416934639215 0.053509794176 0.026506107301 0.678942918777 0.731758594513
1637932503.565604686737 0.060412921011 0.067172311246 0.417020946741 0.053481061012 0.026291482151 0.678814053535 0.731887996197
1637932503.575626373291 0.060385677963 0.067106917500 0.417127370834 0.053820587695 0.025458032265 0.678783357143 0.731921017170
1637932503.585732936859 0.060378015041 0.067055068910 0.417187303305 0.053973730654 0.025762092322 0.678629934788 0.732041358948
1637932503.595759391785 0.060335341841 0.067021697760 0.417256742716 0.054295316339 0.025606324896 0.678625702858 0.732026994228
1637932503.595808267593 0.060321468860 0.067058503628 0.417283803225 0.054095093161 0.025163793936 0.678495049477 0.732178270817
1637932503.605765104294 0.060325127095 0.067123159766 0.417267352343 0.053998447955 0.024957390502 0.678504705429 0.732183516026
1637932503.615729808807 0.060322064906 0.067227162421 0.417261958122 0.053918506950 0.024821868166 0.678624868393 0.732082545757
1637932503.625691890717 0.060360621661 0.067339628935 0.417195439339 0.053611893207 0.025802183896 0.678496778011 0.732189953327
1637932503.635620832443 0.060419093817 0.067453406751 0.417150020599 0.053703207523 0.025788975880 0.678743839264 0.731954693794
1637932503.635643005371 0.060502156615 0.067571751773 0.417151540518 0.053933415562 0.027163615450 0.678598761559 0.732022523880
1637932503.645639181137 0.060569345951 0.067684978247 0.417149752378 0.054395232350 0.028298905119 0.678822338581 0.731738090515
1637932503.655636787415 0.060654830188 0.067796938121 0.417067915201 0.053893487900 0.028972055763 0.678717374802 0.731846213341
1637932503.665633440018 0.060731492937 0.067904755473 0.417009592056 0.053543206304 0.028820468113 0.678458273411 0.732118010521
1637932503.675591945648 0.060795433819 0.067957207561 0.416947573423 0.053469587117 0.028974324465 0.678434967995 0.732138991356
1637932503.685627460480 0.060855779797 0.068044289947 0.416889369488 0.053383465856 0.027769379318 0.678192853928 0.732416212559
1637932503.685637712479 0.060922436416 0.068090319633 0.416783452034 0.054107494652 0.028591383249 0.678154468536 0.732367038727
1637932503.695649862289 0.060980353504 0.068166978657 0.416716098785 0.053695019335 0.028282128274 0.678169071674 0.732395827770
1637932503.705625772476 0.061039064080 0.068230919540 0.416641533375 0.053635343909 0.029189977795 0.677955687046 0.732562124729
1637932503.715607166290 0.061123386025 0.068307742476 0.416588783264 0.053723942488 0.029089560732 0.678210616112 0.732323586941
1637932503.725643873215 0.061206191778 0.068409778178 0.416586428881 0.053272128105 0.029301198199 0.678575456142 0.732010185719
1637932503.735611200333 0.061334978789 0.068516522646 0.416561394930 0.053004331887 0.029588611796 0.678983211517 0.731639862061
1637932503.735632181168 0.061445660889 0.068590596318 0.416505634785 0.052645798773 0.030477730557 0.679154992104 0.731469810009
1637932503.745669603348 0.061537362635 0.068646006286 0.416502088308 0.053111974150 0.031111815944 0.679158806801 0.731405854225
1637932503.755641460419 0.061642527580 0.068693645298 0.416528671980 0.053464055061 0.031844571233 0.679377198219 0.731145739555
1637932503.765644788742 0.061745211482 0.068717390299 0.416502445936 0.053279247135 0.032135825604 0.678921639919 0.731569528580
1637932503.775667905807 0.061825722456 0.068759560585 0.416487812996 0.053569942713 0.031527094543 0.678710043430 0.731771111488
1637932503.785648107529 0.061950992793 0.068772688508 0.416499316692 0.054047465324 0.031551405787 0.678974151611 0.731489896774
1637932503.785666942596 0.062006652355 0.068773888052 0.416523516178 0.054162751883 0.032066132873 0.678861796856 0.731563270092
1637932503.795668125153 0.062034964561 0.068779282272 0.416570365429 0.054587859660 0.031532593071 0.678826987743 0.731587111950
1637932503.805702447891 0.062066145241 0.068780466914 0.416553914547 0.054398830980 0.031255096197 0.678741097450 0.731692790985
1637932503.815687656403 0.062071934342 0.068775512278 0.416566550732 0.054517492652 0.031543649733 0.678527772427 0.731869518757
1637932503.825686216354 0.062089964747 0.068783760071 0.416556328535 0.054361537099 0.031381458044 0.678296208382 0.732102632523
1637932503.835676431656 0.062116887420 0.068785943091 0.416558206081 0.054358348250 0.030688276514 0.678109765053 0.732304930687
1637932503.835698127747 0.062119025737 0.068806655705 0.416550725698 0.054418649524 0.030400428921 0.677975714207 0.732436597347
1637932503.845701217651 0.062125705183 0.068808481097 0.416546016932 0.054359253496 0.030333448201 0.678027570248 0.732395768166
1637932503.855687618256 0.062152378261 0.068832181394 0.416516870260 0.053896375000 0.030535459518 0.677829325199 0.732605099678
1637932503.865700483322 0.062163565308 0.068856351078 0.416510105133 0.053876265883 0.030557878315 0.677894830704 0.732544958591
1637932503.875632047653 0.062183473259 0.068869754672 0.416495829821 0.053860526532 0.030624626204 0.677906751633 0.732532382011
1637932503.885610818863 0.062202777714 0.068865373731 0.416481286287 0.053882632405 0.030624622479 0.678027987480 0.732418477535
1637932503.885626792908 0.062241002917 0.068887017667 0.416473895311 0.054094895720 0.031070129946 0.678055167198 0.732358872890
1637932503.895616292953 0.062249291688 0.068883456290 0.416447758675 0.054443310946 0.031359776855 0.678064167500 0.732312440872
1637932503.905669212341 0.062275741249 0.068912394345 0.416420042515 0.054682668298 0.031338620931 0.678068280220 0.732291698456
1637932503.915640354156 0.062305197120 0.068918310106 0.416381716728 0.054653652012 0.031570822001 0.677969217300 0.732375562191
1637932503.925625085831 0.062329288572 0.068945474923 0.416367977858 0.054494064301 0.032023239881 0.677894353867 0.732437193394
1637932503.935663223267 0.062335260212 0.068958200514 0.416358739138 0.054448250681 0.031928297132 0.678033173084 0.732316136360
1637932503.935675144196 0.062343534082 0.068969666958 0.416358381510 0.054544620216 0.032005008310 0.678250133991 0.732104659081
